,target,clean_text
3075,ham,mum hope great day hope text meet well full life great day abiola 
3076,ham,sens foot peni 
3077,ham,okay thought expert 
3078,ham,deep sigh miss realli surpris havent gone net cafe yet get dont miss 
3079,ham,ssi thinl role like sachinjust stand other hit 
3080,ham,great trip india bring light everyon project everyon lucki see smile bye abiola 
3081,ham,importantli discuss u 
3082,ham,kkhow train process 
3083,ham,ok lor ned 2 go toa payoh 4 2 return smth u wan 2 send wat 
3084,ham,da car park 
3085,ham,wish hold tightli make see import much mean much need life 
3086,ham,ask how anthoni dad bf 
3087,ham,wnevr wana fal luv vth book bed fal luv vth yen madodu nav pretsorginta nammanna pretsovru import alwa gud eveb 
3088,ham,todaysundaysunday holidayso work 
3089,ham,go take bath ill place key window 
3090,spam,lord ringsreturn king store nowrepli lotr 2 june 4 chanc 2 win lotr soundtrack cd stdtxtrate repli stop end txt 
3091,ham,dear take care reach homelov u lot 
3092,ham,staffsciencenusedusgphyhcmkteachingpc1323 
3093,ham,emigr someth ok mayb 530 bit hope 
3094,ham,olol print forum post guy exact prob fix gpu replac hope dont ignor 
3095,ham,walk mom right stagwood pass right winterston left victor hill address ltgt 
3096,ham,yo jp hungri like mofo 
3097,ham,creepi crazi 
3098,ham,ok din get ur msg 
3099,ham,tessypl favor pl convey birthday wish nimyapl dnt forget today birthday shija 
3100,ham,pathaya enketa maraikara pa 
3101,ham,even friend priest call 
3102,ham,u lousi run alreadi come back half dead hee 
3103,ham,that said bad dat e gal know u wat u 
3104,ham,remind hr 
3105,ham,hope would send messag rent due dont enough reserv complet gone loan need hope could balanc ltgt way could get till mid march hope pay back 
3106,ham,hi happi new year dont mean intrud pl let know much tuition paid last semest much semest thank 
3107,ham,hello hun ru way im good 2 date guy met walkabout far meet soon how everyon els 
3108,ham,lol gonna last month cash left ltgt case collect week caus announc blog 
3109,spam,good luck draw take place 28th feb 06 good luck remov send stop 87239 custom servic 08708034412 
3110,ham,short cute good person 
3111,ham,havent decid yet eh 
3112,ham,wat time liao still got 
3113,ham,ye watch footi worri go blow phil nevil 
3114,ham,wait 4 � insid da car park 
3115,ham,uncl abbey happi new year abiola 
3116,ham,free call pa 
3117,ham,r u say order slipper co pay return 
3118,ham,stop know well 
3119,ham,good even roger 
3120,ham,small problem auctionpunj ask tiwari 
3121,spam,free entri 2 weekli comp chanc win ipod txt pod 80182 get entri std txt rate tc appli 08452810073 detail 18 
3122,ham,tell tell one treat hi hi hi 
3123,ham,uncl atlanta wish guy great semest 
3124,spam,1st wk free gr8 tone str8 2 u wk txt nokia 8007 classic nokia tone hit 8007 poli nokia150p poly200p 16 
3125,ham,u come 2 pick 
3126,ham,that cool like photo sexi 
3127,ham,would u fuckin believ didnt know thur pre book cancel need b sack 
3128,ham,haha better late ever way could swing 
3129,ham,ok finish 6 
3130,spam,lookatm thank purchas video clip lookatm youv charg 35p think better send video mmsto 32323 
3131,ham,ive bar b q store lifethi twat orang dungere came ask want deck got first punch 
3132,ham,messag food 
3133,ham,ok go sleep hope meet 
3134,ham,wat make peopl dearer de happi dat u feel u meet de pain u feel u miss dem 
3135,ham,let know detail fri u find co im tom fri mention chines thank 
3136,ham,your right think 
3137,ham,wat r u 
3138,ham,ur lectur 
3139,spam,sexi sexi cum text im wet warm readi porn u fun msg free recd msg 150p inc vat 2 cancel text stop 
3140,ham,custom place call 
3141,ham,plan yet go join compani jan 5 onlydon know happen 
3142,ham,boy love u grl hogolo boy gold chain kodstini grl agalla boy necklac madstini grl agalla boy hogli 1 mutai eerulli kodthini grl love u kano 
3143,ham,haha heard text your around 
3144,ham,ill get tomorrow send 
3145,ham,shit babe thasa bit mess upyeh 
3146,ham,oh that late well good night give u call tomorrow iam go go sleep night night 
3147,ham,cheer u tex mecaus u werebor yeah okden hunni r uin wk satsound�� likeyour havin gr8fun j keep updat countinlot lovem xxxxx 
3148,ham,sorri meet ill call later 
3149,ham,yo howz u girl never rang india l 
3150,ham,yeah wors 
3151,spam,hard live 121 chat 60pmin choos girl connect live call 09094646899 cheap chat uk biggest live servic vu bcm1896wc1n3xx 
3152,ham,tag friend seem count friend 
3153,spam,heard u4 call 4 rude chat privat line 01223585334 cum wan 2c pic gettin shag text pix 8552 2end send stop 8552 sam xxx 
3154,ham,ok 
3155,ham,long time rememb today 
3156,ham,havent shop lor juz arriv 
3157,ham,thank u better work caus feel use otherwis 
3158,ham,challeng know 
3159,ham,much ur hdd case cost 
3160,ham,mysteri solv open email he sent anoth batch isnt sweeti 
3161,ham,cant describ lucki im actual awak noon 
3162,spam,2nd time tri contact u u �1450 prize claim call 09053750005 b4 310303 tcsstop sm 08718725756 140ppm 
3163,ham,today sorri day ever angri ever misbehav hurt plz plz slap urself bcoz ur fault im basic good 
3164,ham,cheer card time year alreadi 
3165,spam,hot live fantasi call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870k 
3166,ham,peopl see msg think iam addict msging wrong bcoz dont know iam addict sweet friend bslvyl 
3167,ham,ugh hope asu ppl dont randomli reformat 
3168,ham,havent seen facebook huh lol 
3169,ham,mah b ill pick tomorrow 
3170,ham,still otsid leu come 2morrow maga 
3171,ham,u still plumber tape wrench could borrow 
3172,spam,dear voucher holder claim week offer pc pleas go httpwwwetlpcoukreward tsc appli 
3173,ham,vl bcum difficult 
3174,spam,ur go 2 bahama callfreefon 08081560665 speak live oper claim either bahama cruis of�2000 cash 18onli opt txt x 07786200117 
3175,ham,havent still waitin usual �� come back sch oredi 
3176,ham,meet da call 
3177,ham,k k watch film 
3178,ham,cinema plu drink appeal tomo fr thriller director like mac 830 
3179,ham,size eleph tablet u shove um ur ass 
3180,ham,mani peopl seem special first sight remain special till last sight maintain till life end take cr da 
3181,ham,parent kidz friend n colleagu scream surpris wait sofa nake 
3182,ham,dunno juz askin co got card got 20 4 salon call hair sens tot da one � cut ur hair 
3183,ham,good morn pooki pie lol hope didnt wake u 
3184,ham,mayb woke fuck 3 wouldnt problem 
3185,ham,happi birthday youdearwith lot loverakhesh nri 
3186,ham,howz person stori 
3187,spam,2nd time tri 2 contact u u 750 pound prize 2 claim easi call 08712101358 10p per min btnationalr 
3188,ham,x2 ltgt go get 
3189,ham,hi neva worri bout da truth coz truth lead 2 ur heart it�� least uniqu person like u deserv sleep tight morn 
3190,spam,ur award citi break could win �200 summer shop spree everi wk txt store 88039skilgmetscs087147403231winawkage16�150perwksub 
3191,ham,ur paper today e morn aft 
3192,ham,lick everi drop readi use mouth well 
3193,ham,expect whenev text hope goe well tomo 
3194,ham,great p diddi neighbor come toothpast everi morn 
3195,ham,av new number wil u use oneta 
3196,ham,poke man everyday teach canada abi say hi 
3197,ham,7 lor chang 2 suntec wat time u come 
3198,ham,deam see onlin shop ask 
3199,ham,curiou cuz ask 
3200,ham,nicenicehow work 
3201,ham,okay lor wah like def wont let us go haha say term condit 
3202,ham,haha yup hope lose kg mon hip hop go orchard weigh 
3203,ham,she good r u work 
3204,ham,oh ye ive littl weather ive kind coccoon home 
3205,ham,home also 
3206,ham,phone weirdest auto correct 
3207,ham,oop phone die didnt even know yeah like better 
3208,ham,havent mu ask u 1st wat meet 4 lunch den u n meet alreadi lor u wan 2 go ask da ge 1st confirm w asap 
3209,ham,said u mind go bedroom minut ok sed sexi mood came 5 minut latr wid caken wife 
3210,ham,oh yeahand hav great time newquaysend postcard 1 look girl im goneu know 1im talkin boutxx 
3211,ham,got divorc lol she 
3212,ham,what ur pin 
3213,ham,babe got enough money pick bread milk ill give back get home 
3214,ham,want snow freez windi 
3215,spam,urgent tri contact u today draw show �2000 prize guarante call 09066358361 land line claim y87 valid 12hr 
3216,ham,come mahal bu stop ltdecimalgt 
3217,ham,knowthi week im go tirunelvai da 
3218,ham,babi promis treat well bet take good care 
3219,ham,like hotel dusk game think solv puzzl area thing 
3220,spam,thank rington order refer number x29 mobil charg 450 tone arriv pleas call custom servic 09065989180 
3221,ham,hi love goe day fuck morn woke drop cell way stair seem alright phew miss 
3222,ham,well must pain catch 
3223,ham,sorri da thangamit mistak 
3224,ham,need coz never go 
3225,ham,rose redr bloodblood heartheart u u send ti ur friend includ u like u get back 1u r poor relat 2u need 1 support 3u r frnd 2 mani 4some1 luv u 5 some1 pray god marri u tri 
3226,ham,wifehow knew time murder exactli 
3227,spam,six chanc win cash 100 20000 pound txt csh11 send 87575 cost 150pday 6day 16 tsandc appli repli hl 4 info 
3228,spam,ur cashbal current 500 pound maxim ur cashin send collect 83600 150pmsg cc 08718720201 po box 11414 tcrw1 
3229,ham,feel like dick keep sleep text facebook messag sup town 
3230,ham,plm come da way 
3231,ham,guess want alon time could show watch 
3232,ham,height recycl read twice peopl spend time earn money money spent spend time good morn keep smile 
3233,ham,yup � comin 
3234,ham,ye princess toledo 
3235,ham,aight text your back mu ill swing need somebodi get door 
3236,ham,ron say fri leh n said ding tai feng cant make reserv said wait lor 
3237,ham,good swimsuit allow 
3238,ham,okay soon best 
3239,ham,cute thought friendship necessari share everi secret ur close frnd 
3240,ham,ok ive sent u da latest version da project 
3241,ham,good morn dear great amp success day 
3242,ham,pl accept one day beg chang number 
3243,ham,squeeeeez christma hug u lik frndshp den hug back u get 3 u r cute 6 u r luvd 9 u r lucki none peopl hate u 
3244,ham,ok anybodi ask abt u tel themp 
3245,ham,funni fact nobodi teach volcano 2 erupt tsunami 2 aris hurrican 2 sway aroundn 1 teach hw 2 choos wife natur disast happen 
3246,ham,gonna ring weekend wot 
3247,ham,also track lighter find 
3248,ham,sorri cant help 
3249,ham,babe need advic 
3250,ham,i���ll leav around four ok 
3251,ham,come medic colleg 7pm forward da 
3252,ham,kkit goodwhen go 
3253,ham,make lasagna vodka 
3254,ham,hi kate u give ring asap xxx 
3255,ham,peopl tour thought sofa thing sent curiou sugar 
3256,ham,told go got drunk 
3257,ham,fuck chicken messag would late woould buzz didnt hear word 
3258,spam,congratul thank good friend u �2000 xma prize 2 claim easi call 08718726978 10p per minut btnationalr 
3259,ham,im alway look excus citi 
3260,ham,yup im still coffe wif fren fren drove shell give lift 
3261,ham,shore takin bu 
3262,ham,u gonna get deu ex 
3263,ham,send email mind ltgt time per night 
3264,spam,44 7732584351 want new nokia 3510i colour phone deliveredtomorrow 300 free minut mobil 100 free text free camcord repli call 08000930705 
3265,ham,tap spile seven pub ga st broad st canal ok 
3266,ham,ok come n pick u engin 
3267,ham,never want tell im short onedg late 
3268,ham,raviyog peripher bhayandar east 
3269,ham,k actual guy meet sunoco howard right way 
3270,spam,1 new voicemail pleas call 08719181513 
3271,ham,moon come color dream star make music sm give warm peac sleep good night 
3272,ham,finish eat got u plate leftov time 
3273,ham,thanx lot 
3274,ham,hurri home u big butt hang last caller u food done im starv dont ask cook 
3275,ham,lol right diet everyday cheat anyway im meant fatti 
3276,ham,great day beauti one 
3277,ham,happen interview 
3278,ham,solv case man found murder ltdecimalgt ltgt afternoon 1hi wife call polic 2polic question everyon 3wife siri sleep murder took place 4cook cook 5garden pick veget 6housemaid went 2 post offic 7children went 2 play 8neighbour went 2 marriag polic arrest murder immedi who repli reason u r brilliant 
3279,ham,badrith chennaii sure pick usno competit 
3280,ham,tot group mate lucki havent repli wat time � need leav 
3281,ham,hey around ive got enough half ten owe 
3282,ham,hey tmr mayb meet yck 
3283,ham,alrit sam nic checkin ur numberso ittb 
3284,ham,make easi pay back ltgt yr say pay back earlier get 
3285,ham,worri im sure youll get 
3286,ham,ga station like block away hous youll drive right sinc armenia end swann take howard 
3287,spam,someon u know ask date servic 2 contact cant guess call 09058097189 reveal pobox 6 ls15hb 150p 
3288,spam,camera award sipix digit camera call 09061221066 fromm landlin deliveri within 28 day 
3289,ham,tuition 330 hm go 1120 1205 one mind 
3290,ham,im smoke peopl use wyli smoke much justifi ruin shit 
3291,ham,dear good morn feel dear 
3292,ham,littl med say take everi 8 hour 5 pain back took anoth hope dont die 
3293,ham,beauti tomorrow never come come alreadi today hunt beauti tomorrow dont wast wonder today goodmorn 
3294,ham,dunno lei � decid lor abt leona oop tot ben go n msg 
3295,ham,hi move in2 pub would great 2 c u u cud come 
3296,spam,today voda number end 5226 select receiv 350 award hava match pleas call 08712300220 quot claim code 1131 standard rate app 
3297,spam,messag free welcom new improv sex dog club unsubscrib servic repli stop msgs150p 18 
3298,ham,honeybe said im sweetest world god laugh amp said waitu havnt met person read msg moral even god crack joke gmgngegn 
3299,ham,ever easier 
3300,spam,rct thnq adrian u text rgd vatian 
3301,ham,stop call everyon say might cancer throat hurt talk cant answer everyon call get one call im babysit monday 
3302,ham,itll tough ill 
3303,ham,im gonnamissu muchi would say il send u postcard butther abouta much chanc merememberin asther ofsi breakin contract luv yaxx 
3304,ham,ee msg na poortiyagi odalebeku hanumanji 7 name 1hanuman 2bajarangabali 3maruti 4pavanaputra 5sankatmochan 6ramaduth 7mahav ee 7 name ltgt janarig ivatt kalisidar next saturday olag ondu good news keluviri maretar ind 1 dodda problum nalli siguviri idu matra ltgt true dont neglet 
3305,ham,hi darlin finish 3 u 1 2 pick meet text back number luv kate xxx 
3306,ham,set place heart mind mind easili forget heart alway rememb wish happi valentin day 
3307,ham,im surpris still guess right lor 
3308,ham,oki � wan meet bishan co bishan im drive today 
3309,ham,oh ho first time u use type word 
3310,ham,hi darlin work u get troubl ijust talk mum morn realli good time last night im goin soon call u 
3311,ham,know serv mean 
3312,ham,huh hyde park mel ah opp got confus anyway tt e best choic den juz take 
3313,ham,oh gei happend tron mayb ill dl 3d 
3314,spam,free messag activ 500 free text messag repli messag word free term condit visit www07781482378com 
3315,ham,know girl alway safe selfish know got pa thank good night 
3316,ham,worri hope photo shoot went well spif fun workag 
3317,ham,im freez crave ice fml 
3318,ham,kay sinc alreadi 
3319,ham,eh sorri leh din c ur msg sad alreadi lar watch tv u still offic 
3320,ham,yo im right yo work 
3321,ham,ok darlin supos ok worri muchi film stuff mate babysit call therexx 
3322,ham,said u mind go bedroom minut ok sed sexi mood came 5 minut latr wid caken wife 
3323,ham,wake sinc check stuff saw true avail space pl call embassi send mail 
3324,ham,nope juz work 
3325,ham,huh fast dat mean u havent finish paint 
3326,ham,number u live 11 
3327,ham,put parti 7 day week studi lightli think need draw custom checkbox know hardcor 
3328,ham,sac score big hundredh set batsman 
3329,ham,send yetti number pl 
3330,ham,much cost approx per month 
3331,ham,ok theori test � go book think 21 may coz thought wanna go jiayin isnt free 
3332,spam,contact date servic someon know find call land line 09050000928 pobox45w2tg150p 
3333,ham,that fine give call know want question 
3334,ham,sorri got late start way 
3335,ham,u go back urself lor 
3336,ham,ga station go 
3337,ham,k u bore come home 
3338,ham,babe love cover face kiss 
3339,ham,like made throw smoke friend car one time awesom 
3340,ham,still check da 
3341,ham,go walmart ill stay 
3342,ham,havent forgotten might coupl buck send tomorrow k love ya 
3343,ham,oh great ill disturb talk 
3344,ham,revers cheat mathemat 
3345,ham,ure welcom caught u use broken english 
3346,ham,problem babi good time talk call left messag 
3347,ham,sorri ill call later 
3348,ham,oh brand 
3349,ham,sorri cant take call right happen r 2waxsto wat want come ill get medic insur shell abl deliv basic care im current shop right medic insur give til friday morn that ill see major person guid right insur 
3350,ham,time come 
3351,ham,call say come today ok tell fool like ok 
3352,ham,email yifeng part oredi � get fr 
3353,ham,r u sure theyll understand wine good idea slurp 
3354,ham,minimum walk 3mile day 
3355,ham,ok problem get taxi c ing tomorrow tuesday tuesday think r go cinema 
3356,ham,brainless babi dolld vehicl sariyag drive madok barolla 
3357,ham,dont run away frm u walk slowli amp kill u dont care enough stop 
3358,spam,sorri miss call let talk time im 07090201529 
3359,ham,pleas attend phone 
3360,ham,hate call didnt accept even singl call mine even messag 
3361,ham,messag phone im hold 
3362,ham,im free 
3363,ham,yo trip got postpon still stock 
3364,ham,sorri ill call later 
3365,ham,wait call sir 
3366,ham,hey repli pa 
3367,ham,hey elain today meet still 
3368,ham,sorri ive gone place ill tomorrow realli sorri 
3369,ham,tiim dont let hug dont break tear 
3370,ham,tomorrow go theatr come wherev u call tell come tomorrow 
3371,ham,electr went fml 
3372,ham,look like found someth smoke great job 
3373,ham,also andro ice etc etc 
3374,ham,
3375,ham,good afternon love today hope good mayb interview wake miss babe passion kiss across sea 
3376,ham,yup wun believ wat u realli neva c e msg sent shuhui 
3377,ham,how watch resiz 
3378,ham,dear umma call 
3379,ham,finish miss plenti 
3380,spam,complimentari 4 star ibiza holiday �10000 cash need urgent collect 09066364349 landlin lose box434sk38wp150ppm18 
3381,ham,well meant oppos drunken night 
3382,ham,k must book huh go yoga basic sunday 
3383,spam,free msgwe bill mobil number mistak shortcod 83332pleas call 08081263000 charg refundedthi call free bt landlin 
3384,ham,ok 
3385,ham,oop mum somerset bit far back tomo see soon x 
3386,ham,u workin overtim nigpun 
3387,ham,kalli dismissi 2nd test 
3388,ham,guess got screwd 
3389,spam,pleas call 08712402972 immedi urgent messag wait 
3390,ham,im meet call later 
3391,ham,r u cook dinner 
3392,ham,ok thanx 
3393,ham,bull plan go float ikea without care world live mess anoth day 
3394,ham,buy 
3395,spam,urgent mobil number award �2000 bonu caller prize call 09058095201 land line valid 12hr 
3396,ham,heehe funni tho 
3397,ham,simpl arithmet percentag 
3398,ham,yeah wouldnt leav hour least how 4 sound 
3399,spam,valu custom pleas advis follow recent review mob award �1500 bonu prize call 09066364589 
3400,ham,thank honey great day 
3401,ham,amaz quot sometim life difficult decid what wrong lie bring smile truth bring tear 
3402,ham,good night dear sleepwellamptak care 
3403,ham,� ask dad pick � lar �� wan 2 stay 6 meh 
3404,ham,ju chillaxin 
3405,ham,hey da cool iknow 2 wellda peril studentfinanci crisisspk 2 u l8r 
3406,ham,beauti truth graviti read care heart feel light someon feel heavi someon leav goodmorn 
3407,spam,want new nokia 3510i colour phone deliveredtomorrow 300 free minut mobil 100 free text free camcord repli call 08000930705 
3408,ham,what come hill monster hope great day thing r go fine busi though 
3409,ham,joy father john john joy father u an th hav ltgt iq ti ia question tri answer 
3410,ham,ill obey 
3411,ham,didnt search onlin let know 
3412,ham,need go get 
3413,ham,pic pleas resend 
3414,ham,remain bro amongst bro 
3415,ham,uhhhhrmm isnt tb test bad your sick 
3416,ham,haf enuff space got like 4 mb 
3417,spam,life never much fun great came made truli special wont forget enjoy one gbpsm 
3418,spam,want new video phone 600 anytim network min 400 inclus video call download 5 per week free deltomorrow call 08002888812 repli 
3419,spam,valu custom pleas advis follow recent review mob award �1500 bonu prize call 09066368470 
3420,spam,welcom pleas repli age gender begin eg 24m 
3421,spam,freemsg 1month unlimit free call activ smartcal txt call 68866 subscriptn3gbpwk unlimit call help 08448714184 stoptxt stop landlineonli 
3422,spam,mobil 10 mth updat latest orang cameravideo phone free save �s free textsweekend call text ye callback orno opt 
3423,spam,new 2 club dont fink met yet b gr8 2 c u pleas leav msg 2day wiv ur area 09099726553 repli promis carli x calls�1minmobsmor lkpobox177hp51fl 
3424,ham,true easier 
3425,ham,sure sinc parent work tuesday dont realli need cover stori 
3426,ham,haha okay today weekend leh 
3427,ham,hi darlin youphon im athom youwanna chat 
3428,ham,dont know jack shit anyth id sayask someth help want pretend text whatev respons hypotheticalhuagauahahuagahyuhagga 
3429,ham,youv alway braini one 
3430,ham,yeah get random dude need chang info sheet parti ltgt 7 never studi safe 
3431,spam,camera award sipix digit camera call 09061221066 fromm landlin deliveri within 28 day 
3432,ham,christma occas celebr reflect ur valu desir affectionsamp tradit ideal christma 
3433,ham,send greet joy happi gr8 even 
3434,ham,hi darlin cantdo anythingtomorrow mypar aretak outfor meal u free katexxx 
3435,ham,india win level seri mean record 
3436,ham,plan 
3437,ham,good hear 
3438,ham,awesom deal gate charl told last night uh yeah 
3439,ham,time thinkin goin 
3440,spam,get free mobil video player free movi collect text go 89105 free extra film order ts cs appli 18 yr 
3441,spam,save money wed lingeri wwwbridalpetticoatdreamscouk choos superb select nation deliveri brought weddingfriend 
3442,ham,board work fine issu overh also reslov still softwar inst pend come around 8o clock 
3443,ham,ye dont care caus know 
3444,ham,wiskey brandi rum gin beer vodka scotch shampain wine kudiyarasu dhina vaazhthukk 
3445,ham,mon oki lor haha best cheap n gd food la ex oso oki depend whether wana eat western chines food den u prefer 
3446,ham,sit ard noth lor u leh busi w work 
3447,ham,ltgt k oh send home sale 
3448,ham,sorri mail 
3449,ham,ya tell abt tht incid 
3450,ham,ye outsid like 2 hour call whole famili wake caus start 1 
3451,ham,ugh got outta class 
3452,ham,nowaday peopl notixiqu laxinorf opportun bambl entrop ever oblising opt ur book masteriast amplikat fidalf champlaxig think atroci wotz ur opinion junna 
3453,ham,dont file bagi work call mei tell find anyth room 
3454,ham,need lar ju test e phone card dunno network gd thk wait 4 si 2 finish bath bath dun disturb u liao u clean ur room 
3455,ham,ok ill right later 
3456,ham,friendship poem dear dear u r near hear dont get fear live cheer tear u r alway dear gud ni8 
3457,ham,lunch come quickli open door 
3458,spam,heard u4 call night knicker make beg like u last time 01223585236 xx luv nikiyu4net 
3459,ham,back bit long co accid a30 divert via wadebridgei brilliant weekend thank speak soon lot love 
3460,ham,k yan jiu liao sat go 4 bugi vill one frm 10 3 den hop parco 4 nb sun go cine frm 1030 2 den hop orc mrt 4 hip hop 4 
3461,spam,bloomberg messag center 447797706009 wait appli futur httpcareer bloombergcom 
3462,ham,seek ladi street freak sheet 
3463,ham,phone 
3464,ham,haha figur well found piec priscilla bowl 
3465,ham,actual fuck whatev find excus tampa point januari though 
3466,spam,urgent tri contact u today draw show �800 prize guarante call 09050001808 land line claim m95 valid12hr 
3467,ham,yay final lol miss cinema trip last week 
3468,ham,day work dayexcept saturday sunday 
3469,ham,aathiwher dear 
3470,ham,heart empti without love mind empti without wisdom eye r empti without dream amp life empti without frnd alwi touch good night amp sweet dream 
3471,ham,think i���m wait bu inform get ever get 
3472,ham,get back time soon 
3473,ham,how thing quick question 
3474,ham,night end anoth day morn come special way may smile like sunni ray leav worri blue blue bay gud mrng 
3475,ham,probabl come everybodi done around ltgt right 
3476,ham,got new year co yetund said want surpris didnt see money return mid januari ltgt day return period end 
3477,ham,ask around there lot term mid 
3478,ham,sure check yahoo email sent photo yesterday 
3479,ham,look 
3480,ham,wherr boytoy 
3481,spam,want new video phone750 anytim network min 150 text five pound per week call 08000776320 repli deliveri tomorrow 
3482,ham,hello love goe day wish well fine babe hope find job prospect miss boytoy teas kiss 
3483,ham,tell bad charact u dnt lik ill tri chang ltgt add tat 2 new year resolut wait ur replyb frankgood morn 
3484,ham,noi got rumour go buy apart chennai 
3485,ham,yeah probabl earlier 
3486,ham,chang window logoff sound 
3487,ham,still check da 
3488,ham,im also came room 
3489,ham,huh got lesson 4 lei n thinkin go sch earlier n tot parkin kent vale 
3490,ham,ok 
3491,ham,reach offic around ltdecimalgt amp mobil problem cannt get voic call asa ill free 
3492,ham,cool text head 
3493,spam,contact date servic someon know find call land line 09050000878 pobox45w2tg150p 
3494,spam,wan2 win meetgreet westlif 4 u m8 current tour 1unbreak 2untam 3unkempt text 12 3 83049 cost 50p std text 
3495,ham,happi birthday may u find ur princ charm soon n dun work hard 
3496,ham,oh grand bit parti doesnt mention cover charg probabl first come first serv 
3497,ham,said went back bed cant sleep anyth 
3498,ham,hope arnt piss id would realli like see tomorrow love xxxxxxxxxxxxxx 
3499,spam,dorothykiefercom bank granit issu strongbuy explos pick member 300 nasdaq symbol cdgt 500 per 
3500,ham,say ltgt year old man money im last ltgt still wait check 
3501,ham,come ur home 
3502,ham,free day finish 6 mon n thur 
3503,ham,food 
3504,ham,life all moneeppolum oru pole allalo 
3505,ham,nite 
3506,ham,two fundament cool life walk 
3507,ham,camera quit good 101mega pixel 3optic 5digit doom love holiday safe hope hav good journey happi new year see coupl week 
3508,ham,hi peteynoi��m ok want 2 chat coz avent spoken 2 u 4 long timehop ur doin alritehav good nit js love ya amx 
3509,ham,saw ron burgundi captain parti boat yeah 
3510,ham,im seriou money base 
3511,ham,alreadi one guy love 
3512,ham,staff placement train amrita colleg 
3513,ham,alway chat fact need money rais 
3514,ham,im job profil seem like bpo 
3515,ham,well give co said didn���t one nighter persev found one cheap apologis advanc somewher sleep isnt 
3516,ham,think actual talk call boss morn went place last year told could go get car fix cheaper kept tell today much hope would come back alway regret get number etc 
3517,ham,will go app class 
3518,ham,hang brother famili 
3519,ham,reach 9 tell dont know 
3520,ham,hey go quit soon xuhui work till end month 
3521,ham,im sorri bout last nite wasn��t ur fault spous pmt sumthin u 4give think u shldxxxx 
3522,ham,tri neva mate 
3523,ham,yeah thatd pretti much best case scenario 
3524,ham,free today haf 2 pick parent tonit 
3525,ham,hey babe far 2 spunout 2 spk da mo dead 2 da wrld sleep da sofa day 
3526,ham,send naughti pix 
3527,spam,�1000 winner guarante caller prize final attempt contact claim call 09071517866 150ppmpobox10183bhamb64x 
3528,spam,xma new year eve ticket sale club day 10am till 8pm thur fri sat night week theyr sell fast 
3529,ham,tyler get 8th leav long 9 get like hour 
3530,ham,prepar pound everi night 
3531,ham,actual mobil full msg work onlin need send ltgt sent msg wil explain u later 
3532,ham,sorri ill call later 
3533,ham,good even 
3534,ham,im home pleas call 
3535,ham,oic co n si got lunch today dad went dunno whether 2 eat sch wat 
3536,ham,mmmmm sooooo good wake word morn love mmmm fuck love lion devour kiss across sea 
3537,ham,pleas inform applic airtel broadband process success instal happen within 3 day 
3538,ham,happen dear silent tens 
3539,ham,ill get 3 unless guy want come time sooner 
3540,ham,cough noth 
3541,ham,�� come lt 25 n pass lar 
3542,ham,im e person who e sm survey 
3543,ham,lol ok ill tri send warn sprint dead slow youll prolli get tomorrow 
3544,ham,thank meet monday 
3545,ham,th gower mate r u man good wale ill b back ��morrow c u wk msg 4 �� random 
3546,spam,rock yr chik get 100 filthi film xxx pic yr phone rpli filth 69669 saristar ltd e14 9yt 08701752560 450p per 5 day stop2 cancel 
3547,ham,singl line big mean miss anyth 4 ur best life 
3548,ham,got like ltgt get later though get whatev feel like 
3549,ham,dad want talk apart got late start omw 
3550,ham,love 
3551,ham,lol u still feel sick 
3552,ham,din tell u ju 420 
3553,ham,eye philosophi 
3554,spam,next month get upto 50 call 4 ur standard network charg 2 activ call 9061100010 c wire3net 1st4term pobox84 m26 3uz cost �150 min mobcudb 
3555,ham,ok lor im town lei 
3556,ham,alreadysabarish ask go 
3557,ham,da vijay go talk jaya tv 
3558,spam,urgent tri contact u today draw show �800 prize guarante call 09050000460 land line claim j89 po box245c2150pm 
3559,ham,lol know hey someon great inperson flea forum love 
3560,spam,text banneduk 89555 see cost 150p textoper g696ga 18 xxx 
3561,ham,still chanc search hard get itlet tri 
3562,spam,auction round 4 highest bid �54 next maximum bid �71 bid send bid e g 10 bid �10 83383 good luck 
3563,ham,alway celebr ny famili 
3564,ham,know taj mahal symbol love lesser known fact 1 mumtaz shahjahan 4th wife 7 wife 2 shahjahan kill mumtaz husband marri 3 mumtaz die ltgt th deliveri 4 marri mumtaz sister question aris hell love great hari 
3565,ham,okcom home vl nice meet v chat 
3566,spam,collect valentin weekend pari inc flight hotel �200 prize guarante text pari 69101 wwwrtfsphostingcom 
3567,ham,sent de webadr gete salari slip 
3568,ham,she fine send greet 
3569,spam,custom loyalti offerth new nokia6650 mobil �10 txtauction txt word start 81151 get 4tctxt tc 150pmtmsg 
3570,ham,dint touch 
3571,ham,yup leav right back soon 
3572,spam,wont believ true incred txt repli g learn truli amaz thing blow mind o2fwd 18ptxt 
3573,ham,yeah sure ill leav min 
3574,ham,one teach ship car 
3575,ham,sign matur start say big thing actual start understand small thing nice even bslvyl 
3576,ham,yeah confirm stay weekend 
3577,ham,said � dun haf passport smth like dat � juz send email account 
3578,ham,multipli number independ count decim point divis push decim place like show 
3579,ham,love night wake see messag hope smile know great morn 
3580,ham,ard 4 lor 
3581,ham,right meanwhil how project twin comin 
3582,ham,sent maga money yesterday oh 
